Respondent ID,Collector ID,Which country perspective will you share in this survey?,State/Province,"Please confirm your region, based on the Council’s regional classification.",Which sector do you represent?,What is your primary energy focus?,What is the stage of your organisation?,What is your current role within the organization?,What is your gender?,What is your age group?,Are you a part of the Council’s Global or National Future Energy Leaders programme?,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,Company
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,35-50,,Very Low,Very Low,Medium,Medium,Medium,High,Very High,High,High,Low,Medium,Very Low,High,Medium,High,Low,Very High,Very Low,Very High,Very Low,Very High,Very Low,Low,Medium,Low,Medium,Low,Medium,High,High,Medium,Very High,High,High,Medium,Low,High,Very Low,Medium,Medium,High,Medium,Low,High,Medium,Very Low,
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Start-up or Scale-up,Mid-Level,Male,<35,No,High,High,High,Very High,High,High,High,High,High,High,High,High,High,Very High,High,Very High,Medium,Medium,High,High,High,High,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,High,High,High,Medium,High,Medium,High,High,High,High,High,High,High,High,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,35-50,,Medium,Medium,High,High,High,High,High,Medium,High,Medium,High,Medium,High,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,High,Medium,High,Medium,High,Medium,High,Medium,High,Medium,Very High,High,High,Medium,High,Medium,High,Medium,Very High,Medium,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Female,<35,No,High,Medium,Very High,Low,High,Low,High,Low,High,Medium,High,High,High,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,High,Medium,High,Medium,High,Low,Medium,Medium,High,Low,Medium,Very Low,Medium,High,Medium,Low,Medium,Medium,High,Low,Medium,Medium,Very High,Low,贵州电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,<35,No,High,Low,High,Low,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Very High,Very Low,Not Applicable,Not Applicable,High,Low,Not Applicable,Not Applicable,Medium,Very Low,Medium,Very Low,High,Very Low,High,Low,High,Low,High,Low,High,Low,High,Low,High,Low,High,Low,Very High,Low,Very High,Low,Very High,Low,Very High,Low,Very High,Low,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,<35,No,High,High,High,High,High,High,High,High,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Other Energy-Related Services (utilities, grid management, storage solutions, energy efficiency etc.)",Established Organisation (more than 10 years existence),Senior-Level,Male,35-50,,Medium,Low,Medium,Low,Medium,Low,High,Medium,High,Low,Medium,Low,High,Low,High,Medium,Medium,Low,Medium,Low,High,Low,Very High,Low,High,Low,High,Low,High,Low,High,Low,Very High,Low,High,Low,Very High,Medium,Very High,Low,Very High,Low,Very High,Medium,Very High,Low,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,<35,No,Not Applicable,Not Applicable,Very High,Very High,Low,Low,High,High,Very High,Very High,Low,Low,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,Very High,Very High,Very High,Very High,Medium,Medium,Medium,Medium,High,High,Low,Low,Low,High,Low,High,Very High,Very High,
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Fossil Fuels (oil, gas, coal)",Established Organisation (more than 10 years existence),Other,Male,<35,No,Medium,Low,Medium,Low,Medium,Low,Low,Low,Medium,Low,Low,Low,High,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,High,Low,Medium,Medium,Low,Medium,High,Low,Medium,Low,High,Low,Low,Low,Medium,Low,Medium,Low,High,Low,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,50-65,,High,Medium,High,Medium,High,High,Very High,High,Very High,High,High,High,Very High,High,High,High,Very High,High,Very High,High,High,High,High,High,Very High,High,Very High,Very High,High,High,High,High,Very High,High,Very High,High,Very High,High,Very High,High,Very High,High,Very High,High,High,High,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Fossil Fuels (oil, gas, coal)",Established Organisation (more than 10 years existence),Other,Male,<35,Yes,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,High,Low,Medium,Low,Medium,Low,High,Low,Medium,Low,High,Low,Low,Low,Medium,Medium,Low,Medium,High,Low,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Female,<35,No,Low,High,Medium,High,Low,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,High,Low,Low,Low,Low,Low,Low,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,High,Low,High,Low,High,Low,High,Low,High,Low,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Fossil Fuels (oil, gas, coal)",Start-up or Scale-up,Mid-Level,Male,35-50,,Medium,Low,Medium,Low,Low,Low,Medium,Very Low,Medium,Very Low,Low,Very Low,Very Low,Very Low,Low,Low,Low,Low,Medium,Very Low,Very Low,Very Low,High,Very Low,Low,Very Low,Low,Very Low,Medium,Very Low,Low,Low,Very Low,Low,Low,Low,Very Low,Very Low,Very Low,Very Low,High,Very Low,Low,Very Low,High,Very Low,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Other,Female,<35,No,High,High,Very High,Medium,Very High,Medium,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,High,Medium,Very High,Low,Very High,Low,Very High,Low,Very High,Medium,Medium,Medium,Medium,Medium,High,Low,Medium,Low,Medium,Medium,Medium,Medium,Very High,High,Medium,Medium,Medium,Low,Low,Low,Very High,Medium,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Other Energy-Related Services (utilities, grid management, storage solutions, energy efficiency etc.)",Established Organisation (more than 10 years existence),Mid-Level,Female,35-50,,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,Low,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Low,Low,High,High,
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Other,Female,<35,No,Medium,Low,Medium,Low,High,Medium,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,High,Low,Low,Low,Low,Low,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Other,Male,<35,No,Low,Low,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,<35,No,DK,DK,DK,DK,Low,Low,Low,Medium,Low,Medium,Medium,Medium,Low,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,High,Medium,Low,Medium,High,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,南方电网
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,<35,No,High,High,Medium,Medium,Low,Low,Low,Low,Low,Low,Very Low,Very Low,High,High,High,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Medium,Medium,High,Medium,High,Medium,High,Medium,High,High,Very High,High,High,High,High,Medium,Low,Low,High,High,中国南方电网有限责任公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,50-65,,Medium,Very Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,High,Low,High,Medium,High,High,Very High,High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Senior-Level,Male,35-50,,Medium,Low,High,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Medium,Low,Medium,Low,Medium,Low,Low,Low,Medium,Low,Medium,Low,Low,Low,High,Medium,High,Low,High,Low,High,Low,High,Low,High,Low,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,35-50,,Medium,Low,Medium,Low,High,Medium,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,High,Low,High,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,High,Low,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Other,Female,35-50,,Very High,DK,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,High,High,High,High,High,南方电网公司
1.15011E+11,438080535,China,,Asia,Other (please specify),,,Other,Female,35-50,,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,High,High,High,High,Medium,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,35-50,,Medium,Medium,Very High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,<35,No,Very High,Very High,Very High,Very High,Very High,Very High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Very High,Very High,Very High,Very High,Very High,Very High,High,High,High,High,Very High,Very High,Very High,Very High,High,High,High,High,High,High,High,High,Very High,Very High,南网超高压公司昆明局
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,<35,No,Medium,High,High,High,Medium,Medium,High,Medium,Very High,High,High,High,Medium,Medium,High,High,High,High,High,Medium,Medium,Medium,High,High,Medium,Medium,Low,Low,Medium,Medium,High,High,Medium,Medium,High,High,Very High,Medium,Low,Medium,Low,Medium,Low,Low,Very High,Medium,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,35-50,,Medium,Medium,Medium,Low,Medium,Very Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Very High,Medium,Very High,Medium,Very High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Very High,High,Very High,Medium,Very High,Medium,Very High,Medium,High,Medium,Very High,Medium,
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Other,Male,<35,No,Very Low,Very Low,High,High,High,High,Low,Very Low,High,High,Very High,Very Low,Very Low,Very Low,Very Low,Very Low,Medium,Medium,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,High,High,Very High,Low,High,Medium,High,Low,Low,High,High,Low,High,Low,High,High,Low,High,High,Low,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Hybrid or Transition Technologies (CCUS, bioenergy, hydrogen etc.)",Established Organisation (more than 10 years existence),Other,Male,<35,No,Very Low,Very Low,Low,Low,Medium,Medium,High,High,Medium,Medium,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,
1.15011E+11,438080535,China,,Asia,"Consumer / End-User Sector (commercial, industrial, residential, etc.)",,Established Organisation (more than 10 years existence),Mid-Level,Male,<35,Yes,High,Medium,Medium,Low,High,High,Low,Low,Medium,Medium,Low,Low,High,High,Low,Low,Low,Low,Medium,Low,Medium,Low,Medium,Low,High,Low,Medium,Low,High,Low,Low,Low,Medium,Low,Medium,Low,High,Medium,Medium,Low,Medium,Low,Low,Low,High,Low,南方电网公司
1.15011E+11,438080535,China,,Asia,Government / Public Sector,,,Other,Female,35-50,,High,Medium,High,Low,High,Medium,Medium,High,Very High,Medium,High,Very High,High,Medium,Medium,Very High,High,Medium,Very High,High,Very High,Medium,High,Medium,Medium,Medium,Medium,Medium,Very High,Low,Medium,Medium,Very High,Medium,Medium,Medium,Medium,Low,Very High,Very High,High,Medium,High,Medium,Medium,Medium,
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Female,<35,No,Very High,Very High,High,High,Medium,Medium,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Very High,Very High,High,High,High,High,High,High,High,High,High,High,High,High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Other Energy-Related Services (utilities, grid management, storage solutions, energy efficiency etc.)",Established Organisation (more than 10 years existence),Mid-Level,Male,35-50,,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,中国南方电网
1.15011E+11,438080535,China,,Asia,"Consumer / End-User Sector (commercial, industrial, residential, etc.)",,Established Organisation (more than 10 years existence),Mid-Level,Male,35-50,,Very High,Very High,High,High,High,High,High,High,High,High,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,High,Medium,Medium,Medium,Medium,High,High,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Senior-Level,Male,35-50,,High,High,High,High,High,High,Low,Medium,Medium,Medium,High,Medium,High,Low,Low,Low,High,Low,High,Low,High,Medium,High,Low,Medium,Low,High,Low,High,Low,High,Low,Medium,Low,High,Medium,High,High,High,Medium,Medium,High,Medium,High,Very High,Low,
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Other Energy-Related Services (utilities, grid management, storage solutions, energy efficiency etc.)",Established Organisation (more than 10 years existence),Board or Advisory Role,Female,<35,No,High,High,Very High,Very High,High,High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,High,High,Medium,Medium,Very High,Very High,High,High,Medium,Medium,High,High,High,High,High,High,High,High,Very High,Very High,Very High,Very High,High,High,Low,Low,Very High,Very High,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,<35,No,Medium,High,Medium,High,Medium,High,Medium,High,Medium,High,Medium,High,Medium,High,Medium,High,Medium,High,Medium,High,Medium,Medium,Low,Medium,Medium,Low,Low,Low,High,Medium,Medium,Medium,Low,Low,Low,Low,High,Medium,Medium,Low,Medium,Low,Low,Low,Very High,High,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Other,Male,<35,No,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Very Low,Low,Very Low,Low,Low,Low,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Low,
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,35-50,,High,High,Medium,Low,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Medium,Very Low,High,Very Low,High,Very Low,High,High,Very High,Very High,Very High,Very High,Low,Very Low,Medium,Medium,Very High,Very High,Medium,Low,High,High,Low,Low,Low,Low,Very High,Very High,Very High,Very High,
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Female,35-50,,Medium,High,High,High,High,High,Medium,Medium,High,High,Medium,High,High,High,Medium,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,High,High,High,Very High,High,High,High,High,Medium,Medium,High,High,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Other Energy-Related Services (utilities, grid management, storage solutions, energy efficiency etc.)",Established Organisation (more than 10 years existence),Mid-Level,Male,35-50,,Medium,Medium,High,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Very High,Very High,High,High,High,High,High,High,Very High,Very High,中国南方电网公司
1.15011E+11,437952640,Korea (Rep.),,Asia,Other (please specify),,,Mid-Level,Male,35-50,,High,Medium,Very High,High,Very High,High,Very High,High,Very High,High,High,Medium,High,Medium,High,Medium,High,Medium,High,Low,Medium,Medium,High,Medium,High,Medium,High,Medium,High,Medium,Very High,Medium,High,Medium,Medium,Low,High,Medium,Medium,Low,Medium,Low,Medium,Low,High,Low,KOMIR
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,35-50,,High,Medium,High,Medium,High,Medium,Medium,Medium,High,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,High,Medium,Medium,Medium,High,High,High,High,High,High,Medium,Medium,High,High,High,High,High,High,南方电网公司
1.15011E+11,437952640,Poland,,Europe,"Energy Institutions (universities, think tanks, research, associations, NGOs etc.)",,,Mid-Level,Male,<35,No,High,Medium,Very High,High,Medium,Medium,Medium,Medium,High,Medium,Low,Low,High,Very High,Medium,Low,Very High,High,Medium,Medium,High,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Medium,Low,Medium,Low,Low,High,High,Medium,Medium,Medium,Medium,Very High,High,World Energy Council - Poland
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Other Energy-Related Services (utilities, grid management, storage solutions, energy efficiency etc.)",Established Organisation (more than 10 years existence),Senior-Level,Male,35-50,,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,High,High,Medium,High,Medium,High,High,High,High,High,High,High,High,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High,High,Medium,High,High,Medium,High,High,Medium,High,High,High,
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Other Energy-Related Services (utilities, grid management, storage solutions, energy efficiency etc.)",Established Organisation (more than 10 years existence),Senior-Level,Male,35-50,,Very High,Very High,Medium,Low,Very High,Very High,Very High,Very High,Low,Low,Low,Very High,Very High,Very High,Very High,Very High,Low,Low,Very High,Very High,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Low,Low,Very High,High,Medium,Medium,Very High,Medium,Very High,Very High,High,High,High,High,Medium,Medium,Very High,Very High,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,35-50,,Very High,Very Low,Very High,Very Low,Very High,Very Low,High,Very Low,High,Very Low,Low,Very Low,High,Very Low,Medium,Very Low,High,Very Low,Medium,Very Low,Medium,Very Low,High,Very Low,Medium,Very Low,Medium,Very Low,High,Very Low,High,Very Low,High,Very Low,High,Very Low,High,Very Low,Very High,Very Low,Very High,Very Low,Low,Very Low,Very High,Very Low,
1.15011E+11,438080535,China,,Asia,"Energy-Adjacent / Related Sector (technology, finance, transport, etc.)","Other Energy-Related Services (utilities, grid management, storage solutions, energy efficiency etc.)",Established Organisation (more than 10 years existence),Senior-Level,Male,35-50,,Medium,High,Low,High,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Low,High,Low,High,High,High,Very High,High,High,Medium,Medium,Low,Medium,Medium,Low,
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Other Energy-Related Services (utilities, grid management, storage solutions, energy efficiency etc.)",Established Organisation (more than 10 years existence),Mid-Level,Male,35-50,,High,High,High,High,High,High,Medium,Medium,Very High,Very High,Very High,Very High,Very High,Very High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Very High,Very High,
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Non-Fossil Fuels (solar, wind, hydro, geothermal, nuclear)",Established Organisation (more than 10 years existence),Mid-Level,Male,35-50,,Low,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,High,Medium,Medium,Very High,Very High,南方电网公司
1.15011E+11,438080535,China,,Asia,"Energy Sector (oil, gas, renewables, nuclear, utilities, etc.)","Other Energy-Related Services (utilities, grid management, storage solutions, energy efficiency etc.)",Established Organisation (more than 10 years existence),Mid-Level,Male,<35,No,Medium,High,Low,Medium,Low,Medium,DK,DK,DK,DK,DK,DK,High,High,DK,DK,High,Low,DK,DK,DK,DK,High,Low,High,Low,Medium,Low,DK,DK,DK,DK,High,Low,High,High,High,Low,High,Low,High,Low,High,Low,Very High,Low,南方电网公司
